,age_start,age_end,sex,race_ethnicity,relationship,proportion
48,0,15,Female,Latino,Adopted child,0.009097914850799426
49,0,15,Female,Latino,Biological child,0.20739988893205186
50,0,15,Female,Latino,Child-in-law,0.0
51,0,15,Female,Latino,Foster child,0.054852753362602445
52,0,15,Female,Latino,Grandchild,0.4145048373167403
53,0,15,Female,Latino,Opp-sex partner,0.0
54,0,15,Female,Latino,Opp-sex spouse,0.0
55,0,15,Female,Latino,Other nonrelative,0.09114358568513958
56,0,15,Female,Latino,Other relative,0.14009494570542005
57,0,15,Female,Latino,Parent,0.0
58,0,15,Female,Latino,Parent-in-law,0.0
59,0,15,Female,Latino,Roommate,0.00919267178729458
60,0,15,Female,Latino,Same-sex partner,0.0
61,0,15,Female,Latino,Same-sex spouse,0.0
62,0,15,Female,Latino,Sibling,0.017130974333748012
63,0,15,Female,Latino,Stepchild,0.05658242802620364
64,0,15,Female,Multiracial or Other,Adopted child,0.011497735919364649
65,0,15,Female,Multiracial or Other,Biological child,0.171499873676896
66,0,15,Female,Multiracial or Other,Child-in-law,0.0
67,0,15,Female,Multiracial or Other,Foster child,0.08541750592288083
68,0,15,Female,Multiracial or Other,Grandchild,0.4357730934260509
69,0,15,Female,Multiracial or Other,Opp-sex partner,0.0
70,0,15,Female,Multiracial or Other,Opp-sex spouse,0.0
71,0,15,Female,Multiracial or Other,Other nonrelative,0.10899328814733086
72,0,15,Female,Multiracial or Other,Other relative,0.11102750731595035
73,0,15,Female,Multiracial or Other,Parent,0.0
74,0,15,Female,Multiracial or Other,Parent-in-law,0.0
75,0,15,Female,Multiracial or Other,Roommate,0.008624449964581102
76,0,15,Female,Multiracial or Other,Same-sex partner,0.0
77,0,15,Female,Multiracial or Other,Same-sex spouse,0.0
78,0,15,Female,Multiracial or Other,Sibling,0.008704183342584815
79,0,15,Female,Multiracial or Other,Stepchild,0.058462362284360456
80,0,15,Female,NHOPI,Adopted child,0.010049357606130177
81,0,15,Female,NHOPI,Biological child,0.17842984938013817
82,0,15,Female,NHOPI,Child-in-law,0.0
83,0,15,Female,NHOPI,Foster child,0.060889232107097506
84,0,15,Female,NHOPI,Grandchild,0.44093238592707956
85,0,15,Female,NHOPI,Opp-sex partner,0.0
86,0,15,Female,NHOPI,Opp-sex spouse,0.0
87,0,15,Female,NHOPI,Other nonrelative,0.11250548690527758
88,0,15,Female,NHOPI,Other relative,0.11789795106406645
89,0,15,Female,NHOPI,Parent,0.0
90,0,15,Female,NHOPI,Parent-in-law,0.0
91,0,15,Female,NHOPI,Roommate,0.007541402741037559
92,0,15,Female,NHOPI,Same-sex partner,0.0
93,0,15,Female,NHOPI,Same-sex spouse,0.0
94,0,15,Female,NHOPI,Sibling,0.007608821587928094
95,0,15,Female,NHOPI,Stepchild,0.06414551268124484
96,0,15,Female,White,Adopted child,0.009718508406992446
97,0,15,Female,White,Biological child,0.16391427264591252
98,0,15,Female,White,Child-in-law,0.0
99,0,15,Female,White,Foster child,0.05765771981696795
100,0,15,Female,White,Grandchild,0.45092597994131955
101,0,15,Female,White,Opp-sex partner,0.0
102,0,15,Female,White,Opp-sex spouse,0.0
103,0,15,Female,White,Other nonrelative,0.13451058488756393
104,0,15,Female,White,Other relative,0.09614276428031339
105,0,15,Female,White,Parent,0.0
106,0,15,Female,White,Parent-in-law,0.0
107,0,15,Female,White,Roommate,0.0075449585071406715
108,0,15,Female,White,Same-sex partner,0.0
109,0,15,Female,White,Same-sex spouse,0.0
110,0,15,Female,White,Sibling,0.004035894057040002
111,0,15,Female,White,Stepchild,0.07554931745674938
112,0,15,Male,AIAN,Adopted child,0.007618631257626931
113,0,15,Male,AIAN,Biological child,0.16602776439856004
114,0,15,Male,AIAN,Child-in-law,0.0
115,0,15,Male,AIAN,Foster child,0.08792346965774306
116,0,15,Male,AIAN,Grandchild,0.3808639904220026
117,0,15,Male,AIAN,Opp-sex partner,0.0
118,0,15,Male,AIAN,Opp-sex spouse,0.0
119,0,15,Male,AIAN,Other nonrelative,0.08676090556581115
120,0,15,Male,AIAN,Other relative,0.20390909916618707
121,0,15,Male,AIAN,Parent,0.0
122,0,15,Male,AIAN,Parent-in-law,0.0
123,0,15,Male,AIAN,Roommate,0.006506109013630398
124,0,15,Male,AIAN,Same-sex partner,0.0
125,0,15,Male,AIAN,Same-sex spouse,0.0
126,0,15,Male,AIAN,Sibling,0.006027526636629338
127,0,15,Male,AIAN,Stepchild,0.05436250388180941
128,0,15,Male,Asian,Adopted child,0.005445347253131599
129,0,15,Male,Asian,Biological child,0.3969015717235455
130,0,15,Male,Asian,Child-in-law,0.0
131,0,15,Male,Asian,Foster child,0.03461467845827424
132,0,15,Male,Asian,Grandchild,0.2324534596632865
133,0,15,Male,Asian,Opp-sex partner,0.0
134,0,15,Male,Asian,Opp-sex spouse,0.0
135,0,15,Male,Asian,Other nonrelative,0.09636980256485125
136,0,15,Male,Asian,Other relative,0.18646731844253728
137,0,15,Male,Asian,Parent,0.0
138,0,15,Male,Asian,Parent-in-law,0.0
139,0,15,Male,Asian,Roommate,0.00464255221029712
140,0,15,Male,Asian,Same-sex partner,0.0
141,0,15,Male,Asian,Same-sex spouse,0.0
142,0,15,Male,Asian,Sibling,0.004305613370412852
143,0,15,Male,Asian,Stepchild,0.038799656313663604
144,0,15,Male,Black,Adopted child,0.010380164436576654
145,0,15,Male,Black,Biological child,0.17594034407647638
146,0,15,Male,Black,Child-in-law,0.0
147,0,15,Male,Black,Foster child,0.0754406340622358
148,0,15,Male,Black,Grandchild,0.468123836531563
149,0,15,Male,Black,Opp-sex partner,0.0
150,0,15,Male,Black,Opp-sex spouse,0.0
151,0,15,Male,Black,Other nonrelative,0.08591025408386094
152,0,15,Male,Black,Other relative,0.12476059348462092
153,0,15,Male,Black,Parent,0.0
154,0,15,Male,Black,Parent-in-law,0.0
155,0,15,Male,Black,Roommate,0.006625284184531796
156,0,15,Male,Black,Same-sex partner,0.0
157,0,15,Male,Black,Same-sex spouse,0.0
158,0,15,Male,Black,Sibling,0.006137643649114109
159,0,15,Male,Black,Stepchild,0.046681245491020304
160,0,15,Male,Latino,Adopted child,0.0077177512709651255
161,0,15,Male,Latino,Biological child,0.2280766874468128
162,0,15,Male,Latino,Child-in-law,0.0
163,0,15,Male,Latino,Foster child,0.050867899311471544
164,0,15,Male,Latino,Grandchild,0.40214809345584274
165,0,15,Male,Latino,Opp-sex partner,0.0
166,0,15,Male,Latino,Opp-sex spouse,0.0
167,0,15,Male,Latino,Other nonrelative,0.09636891785197516
168,0,15,Male,Latino,Other relative,0.1320527887241511
169,0,15,Male,Latino,Parent,0.0
170,0,15,Male,Latino,Parent-in-law,0.0
171,0,15,Male,Latino,Roommate,0.011255308927232819
172,0,15,Male,Latino,Same-sex partner,0.0
173,0,15,Male,Latino,Same-sex spouse,0.0
174,0,15,Male,Latino,Sibling,0.012305643453482814
175,0,15,Male,Latino,Stepchild,0.05920690955806581
176,0,15,Male,Multiracial or Other,Adopted child,0.009575429053641204
177,0,15,Male,Multiracial or Other,Biological child,0.21125573642134454
178,0,15,Male,Multiracial or Other,Child-in-law,0.0
179,0,15,Male,Multiracial or Other,Foster child,0.05234801963063867
180,0,15,Male,Multiracial or Other,Grandchild,0.46681043249813464
181,0,15,Male,Multiracial or Other,Opp-sex partner,0.0
182,0,15,Male,Multiracial or Other,Opp-sex spouse,0.0
183,0,15,Male,Multiracial or Other,Other nonrelative,0.09013797866578263
184,0,15,Male,Multiracial or Other,Other relative,0.08798339707464646
185,0,15,Male,Multiracial or Other,Parent,0.0
186,0,15,Male,Multiracial or Other,Parent-in-law,0.0
187,0,15,Male,Multiracial or Other,Roommate,0.008184032302978287
188,0,15,Male,Multiracial or Other,Same-sex partner,0.0
189,0,15,Male,Multiracial or Other,Same-sex spouse,0.0
190,0,15,Male,Multiracial or Other,Sibling,0.007577915852806624
191,0,15,Male,Multiracial or Other,Stepchild,0.0661270585000269
192,0,15,Male,NHOPI,Adopted child,0.009504038900085379
193,0,15,Male,NHOPI,Biological child,0.18854082627655636
194,0,15,Male,NHOPI,Child-in-law,0.0
195,0,15,Male,NHOPI,Foster child,0.06047285600304213
196,0,15,Male,NHOPI,Grandchild,0.43894315995237276
197,0,15,Male,NHOPI,Opp-sex partner,0.0
198,0,15,Male,NHOPI,Opp-sex spouse,0.0
199,0,15,Male,NHOPI,Other nonrelative,0.10824423066668082
200,0,15,Male,NHOPI,Other relative,0.11078684505252055
201,0,15,Male,NHOPI,Parent,0.0
202,0,15,Male,NHOPI,Parent-in-law,0.0
203,0,15,Male,NHOPI,Roommate,0.008122816370741737
204,0,15,Male,NHOPI,Same-sex partner,0.0
205,0,15,Male,NHOPI,Same-sex spouse,0.0
206,0,15,Male,NHOPI,Sibling,0.007521352765685597
207,0,15,Male,NHOPI,Stepchild,0.06786387401231458
208,0,15,Male,White,Adopted child,0.008852281746086831
209,0,15,Male,White,Biological child,0.16217202937737957
210,0,15,Male,White,Child-in-law,0.0
211,0,15,Male,White,Foster child,0.0627789100607625
212,0,15,Male,White,Grandchild,0.4524751211706181
213,0,15,Male,White,Opp-sex partner,0.0
214,0,15,Male,White,Opp-sex spouse,0.0
215,0,15,Male,White,Other nonrelative,0.1247200822741629
216,0,15,Male,White,Other relative,0.094552271497322
217,0,15,Male,White,Parent,0.0
218,0,15,Male,White,Parent-in-law,0.0
219,0,15,Male,White,Roommate,0.008306319164406105
220,0,15,Male,White,Same-sex partner,0.0
221,0,15,Male,White,Same-sex spouse,0.0
222,0,15,Male,White,Sibling,0.005011780204959611
223,0,15,Male,White,Stepchild,0.08113120450430224
224,15,18,Female,AIAN,Adopted child,0.019948093268265292
225,15,18,Female,AIAN,Biological child,0.25068549263828344
226,15,18,Female,AIAN,Child-in-law,0.008417842185193364
227,15,18,Female,AIAN,Foster child,0.04429610635627878
228,15,18,Female,AIAN,Grandchild,0.2410479970952473
229,15,18,Female,AIAN,Opp-sex partner,0.005504652191160574
230,15,18,Female,AIAN,Opp-sex spouse,0.0019318213350110695
231,15,18,Female,AIAN,Other nonrelative,0.1552659712301101
232,15,18,Female,AIAN,Other relative,0.12718533118955536
233,15,18,Female,AIAN,Parent,0.0
234,15,18,Female,AIAN,Parent-in-law,0.0
235,15,18,Female,AIAN,Roommate,0.023097358611592785
236,15,18,Female,AIAN,Same-sex partner,6.924090806491288e-05
237,15,18,Female,AIAN,Same-sex spouse,4.154454483894773e-05
238,15,18,Female,AIAN,Sibling,0.029971845779087528
239,15,18,Female,AIAN,Stepchild,0.09253670266731044
240,15,18,Female,Asian,Adopted child,0.01544686553261949
241,15,18,Female,Asian,Biological child,0.3602335299379086
242,15,18,Female,Asian,Child-in-law,0.006528466291924108
243,15,18,Female,Asian,Foster child,0.03429526538407514
244,15,18,Female,Asian,Grandchild,0.18720332485936866
245,15,18,Female,Asian,Opp-sex partner,0.004252565190749773
246,15,18,Female,Asian,Opp-sex spouse,0.0014924096707159583
247,15,18,Female,Asian,Other nonrelative,0.17889932060302988
248,15,18,Female,Asian,Other relative,0.09860954483841695
249,15,18,Female,Asian,Parent,0.0
250,15,18,Female,Asian,Parent-in-law,0.0
251,15,18,Female,Asian,Roommate,0.017915503366979346
252,15,18,Female,Asian,Same-sex partner,5.3491386047166964e-05
253,15,18,Female,Asian,Same-sex spouse,3.209483162830018e-05
254,15,18,Female,Asian,Sibling,0.023254338288605257
255,15,18,Female,Asian,Stepchild,0.07178327981793135
256,15,18,Female,Black,Adopted child,0.016734349448911636
257,15,18,Female,Black,Biological child,0.24078282750835586
258,15,18,Female,Black,Child-in-law,0.0070688829237117255
259,15,18,Female,Black,Foster child,0.0711810687021235
260,15,18,Female,Black,Grandchild,0.2791323366494297
261,15,18,Female,Black,Opp-sex partner,0.004610699611660278
262,15,18,Female,Black,Opp-sex spouse,0.0016180945806958716
263,15,18,Female,Black,Other nonrelative,0.12443303819269558
264,15,18,Female,Black,Other relative,0.15183519175774635
265,15,18,Female,Black,Parent,0.0
266,15,18,Female,Black,Parent-in-law,0.0
267,15,18,Female,Black,Roommate,0.019397665016824616
268,15,18,Female,Black,Same-sex partner,5.799622153031798e-05
269,15,18,Female,Black,Same-sex spouse,3.4797732918190784e-05
270,15,18,Female,Black,Sibling,0.025175740841928355
271,15,18,Female,Black,Stepchild,0.05793731081146798
272,15,18,Female,Latino,Adopted child,0.02805956490989018
273,15,18,Female,Latino,Biological child,0.24963881950897532
274,15,18,Female,Latino,Child-in-law,0.011822621294414273
275,15,18,Female,Latino,Foster child,0.04661964564696647
276,15,18,Female,Latino,Grandchild,0.2051198531486472
277,15,18,Female,Latino,Opp-sex partner,0.007760970316029103
278,15,18,Female,Latino,Opp-sex spouse,0.002723661280719648
279,15,18,Female,Latino,Other nonrelative,0.11477318785294412
280,15,18,Female,Latino,Other relative,0.18607909401253345
281,15,18,Female,Latino,Parent,0.0
282,15,18,Female,Latino,Parent-in-law,0.0
283,15,18,Female,Latino,Roommate,0.032435404617270625
284,15,18,Female,Latino,Same-sex partner,9.762226812615224e-05
285,15,18,Female,Latino,Same-sex spouse,5.8573360875691346e-05
286,15,18,Female,Latino,Sibling,0.045055913286945914
287,15,18,Female,Latino,Stepchild,0.06975506849566178
288,15,18,Female,Multiracial or Other,Adopted child,0.017694917825677028
289,15,18,Female,Multiracial or Other,Biological child,0.2640406468786648
290,15,18,Female,Multiracial or Other,Child-in-law,0.0074720782804690205
291,15,18,Female,Multiracial or Other,Foster child,0.039289994966508424
292,15,18,Female,Multiracial or Other,Grandchild,0.2799588886715766
293,15,18,Female,Multiracial or Other,Opp-sex partner,0.004877896886249809
294,15,18,Female,Multiracial or Other,Opp-sex spouse,0.0017118656997027637
295,15,18,Female,Multiracial or Other,Other nonrelative,0.1427134552650545
296,15,18,Female,Multiracial or Other,Other relative,0.11288116689837445
297,15,18,Female,Multiracial or Other,Parent,0.0
298,15,18,Female,Multiracial or Other,Parent-in-law,0.0
299,15,18,Female,Multiracial or Other,Roommate,0.020503479863918216
300,15,18,Female,Multiracial or Other,Same-sex partner,6.135719353773346e-05
301,15,18,Female,Multiracial or Other,Same-sex spouse,3.6814316122640086e-05
302,15,18,Female,Multiracial or Other,Sibling,0.02660926584444983
303,15,18,Female,Multiracial or Other,Stepchild,0.08214817140969415
304,15,18,Female,NHOPI,Adopted child,0.019948093268265292
305,15,18,Female,NHOPI,Biological child,0.25068549263828344
306,15,18,Female,NHOPI,Child-in-law,0.008417842185193364
307,15,18,Female,NHOPI,Foster child,0.04429610635627878
308,15,18,Female,NHOPI,Grandchild,0.2410479970952473
309,15,18,Female,NHOPI,Opp-sex partner,0.005504652191160574
310,15,18,Female,NHOPI,Opp-sex spouse,0.0019318213350110695
311,15,18,Female,NHOPI,Other nonrelative,0.1552659712301101
312,15,18,Female,NHOPI,Other relative,0.12718533118955536
313,15,18,Female,NHOPI,Parent,0.0
314,15,18,Female,NHOPI,Parent-in-law,0.0
315,15,18,Female,NHOPI,Roommate,0.023097358611592785
316,15,18,Female,NHOPI,Same-sex partner,6.924090806491288e-05
317,15,18,Female,NHOPI,Same-sex spouse,4.154454483894773e-05
318,15,18,Female,NHOPI,Sibling,0.029971845779087528
319,15,18,Female,NHOPI,Stepchild,0.09253670266731044
320,15,18,Female,White,Adopted child,0.014497425181146177
321,15,18,Female,White,Biological child,0.24708540951173935
322,15,18,Female,White,Child-in-law,0.008160033962629574
323,15,18,Female,White,Foster child,0.04005838329746366
324,15,18,Female,White,Grandchild,0.24696267853991427
325,15,18,Female,White,Opp-sex partner,0.00533380358968812
326,15,18,Female,White,Opp-sex spouse,0.0018718631465697933
327,15,18,Female,White,Other nonrelative,0.18034064280230244
328,15,18,Female,White,Other relative,0.09742974661586945
329,15,18,Female,White,Parent,0.0
330,15,18,Female,White,Parent-in-law,0.0
331,15,18,Female,White,Roommate,0.02603749679786784
332,15,18,Female,White,Same-sex partner,6.709186905268076e-05
333,15,18,Female,White,Same-sex spouse,4.0255121431608455e-05
334,15,18,Female,White,Sibling,0.022190356799400894
335,15,18,Female,White,Stepchild,0.10992481276492404
336,15,18,Male,AIAN,Adopted child,0.014757957505961344
337,15,18,Male,AIAN,Biological child,0.2679228389050295
338,15,18,Male,AIAN,Child-in-law,0.006753120833926047
339,15,18,Male,AIAN,Foster child,0.031844461060743
340,15,18,Male,AIAN,Grandchild,0.26955980448811184
341,15,18,Male,AIAN,Opp-sex partner,0.003251805610521627
342,15,18,Male,AIAN,Opp-sex spouse,0.0011411997048245712
343,15,18,Male,AIAN,Other nonrelative,0.14853353128277044
344,15,18,Male,AIAN,Other relative,0.11463852771167998
345,15,18,Male,AIAN,Parent,0.0
346,15,18,Male,AIAN,Parent-in-law,0.0
347,15,18,Male,AIAN,Roommate,0.02208953417707355
348,15,18,Male,AIAN,Same-sex partner,4.090321522668714e-05
349,15,18,Male,AIAN,Same-sex spouse,2.4541929136012284e-05
350,15,18,Male,AIAN,Sibling,0.029769275024956326
351,15,18,Male,AIAN,Stepchild,0.08967249855003903
352,15,18,Male,Asian,Adopted child,0.008236060720006233
353,15,18,Male,Asian,Biological child,0.4284739414498172
354,15,18,Male,Asian,Child-in-law,0.003774373449604766
355,15,18,Male,Asian,Foster child,0.01778604154460543
356,15,18,Male,Asian,Grandchild,0.1490156379937325
357,15,18,Male,Asian,Opp-sex partner,0.0018174602619235548
358,15,18,Male,Asian,Opp-sex spouse,0.0006378256768260022
359,15,18,Male,Asian,Other nonrelative,0.24810542622908174
360,15,18,Male,Asian,Other relative,0.06365739921650056
361,15,18,Male,Asian,Parent,0.0
362,15,18,Male,Asian,Parent-in-law,0.0
363,15,18,Male,Asian,Roommate,0.012249827887721486
364,15,18,Male,Asian,Same-sex partner,2.286113537010761e-05
365,15,18,Male,Asian,Same-sex spouse,1.3716681222064566e-05
366,15,18,Male,Asian,Sibling,0.01649535456399971
367,15,18,Male,Asian,Stepchild,0.04971407318958855
368,15,18,Male,Black,Adopted child,0.011265432454259263
369,15,18,Male,Black,Biological child,0.2625915356830873
370,15,18,Male,Black,Child-in-law,0.005157977319740953
371,15,18,Male,Black,Foster child,0.04460822748558469
372,15,18,Male,Black,Grandchild,0.3344953669129658
373,15,18,Male,Black,Opp-sex partner,0.002483701980129653
374,15,18,Male,Black,Opp-sex spouse,0.0008716388081209725
375,15,18,Male,Black,Other nonrelative,0.09998833849906717
376,15,18,Male,Black,Other relative,0.14619871529372322
377,15,18,Male,Black,Parent,0.0
378,15,18,Male,Black,Parent-in-law,0.0
379,15,18,Male,Black,Roommate,0.01682032145189664
380,15,18,Male,Black,Same-sex partner,3.124153434125349e-05
381,15,18,Male,Black,Same-sex spouse,1.8744920604752097e-05
382,15,18,Male,Black,Sibling,0.022661027296577443
383,15,18,Male,Black,Stepchild,0.052807730359900905
384,15,18,Male,Latino,Adopted child,0.019991566652022726
385,15,18,Male,Latino,Biological child,0.2772390226248302
386,15,18,Male,Latino,Child-in-law,0.009143478418357899
387,15,18,Male,Latino,Foster child,0.027019370028985044
388,15,18,Male,Latino,Grandchild,0.20167793345761328
389,15,18,Male,Latino,Opp-sex partner,0.0044028257677737916
390,15,18,Male,Latino,Opp-sex spouse,0.0015451426279357078
391,15,18,Male,Latino,Other nonrelative,0.13631133131756193
392,15,18,Male,Latino,Other relative,0.15943910868216848
393,15,18,Male,Latino,Parent,0.0
394,15,18,Male,Latino,Parent-in-law,0.0
395,15,18,Male,Latino,Roommate,0.029985437182154163
396,15,18,Male,Latino,Same-sex partner,5.538145619841247e-05
397,15,18,Male,Latino,Same-sex spouse,3.3228873719047484e-05
398,15,18,Male,Latino,Sibling,0.060627622162630304
399,15,18,Male,Latino,Stepchild,0.0725285507480489
400,15,18,Male,Multiracial or Other,Adopted child,0.014249949910373082
401,15,18,Male,Multiracial or Other,Biological child,0.30594024228168554
402,15,18,Male,Multiracial or Other,Child-in-law,0.006521097904197002
403,15,18,Male,Multiracial or Other,Foster child,0.030749412702326288
404,15,18,Male,Multiracial or Other,Grandchild,0.253814710038406
405,15,18,Male,Multiracial or Other,Opp-sex partner,0.0031400804565939527
406,15,18,Male,Multiracial or Other,Opp-sex spouse,0.001101990499861274
407,15,18,Male,Multiracial or Other,Other nonrelative,0.13713330843507196
408,15,18,Male,Multiracial or Other,Other relative,0.11066750310157322
409,15,18,Male,Multiracial or Other,Parent,0.0
410,15,18,Male,Multiracial or Other,Parent-in-law,0.0
411,15,18,Male,Multiracial or Other,Roommate,0.021323100735950062
412,15,18,Male,Multiracial or Other,Same-sex partner,3.949786737854029e-05
413,15,18,Male,Multiracial or Other,Same-sex spouse,2.3698720427124172e-05
414,15,18,Male,Multiracial or Other,Sibling,0.028735345298298083
415,15,18,Male,Multiracial or Other,Stepchild,0.08656006204785786
416,15,18,Male,NHOPI,Adopted child,0.014757957505961344
417,15,18,Male,NHOPI,Biological child,0.2679228389050295
418,15,18,Male,NHOPI,Child-in-law,0.006753120833926047
419,15,18,Male,NHOPI,Foster child,0.031844461060743
420,15,18,Male,NHOPI,Grandchild,0.26955980448811184
421,15,18,Male,NHOPI,Opp-sex partner,0.003251805610521627
422,15,18,Male,NHOPI,Opp-sex spouse,0.0011411997048245712
423,15,18,Male,NHOPI,Other nonrelative,0.14853353128277044
424,15,18,Male,NHOPI,Other relative,0.11463852771167998
425,15,18,Male,NHOPI,Parent,0.0
426,15,18,Male,NHOPI,Parent-in-law,0.0
427,15,18,Male,NHOPI,Roommate,0.02208953417707355
428,15,18,Male,NHOPI,Same-sex partner,4.090321522668714e-05
429,15,18,Male,NHOPI,Same-sex spouse,2.4541929136012284e-05
430,15,18,Male,NHOPI,Sibling,0.029769275024956326
431,15,18,Male,NHOPI,Stepchild,0.08967249855003903
432,15,18,Male,White,Adopted child,0.015115238779459809
433,15,18,Male,White,Biological child,0.2529221046012713
434,15,18,Male,White,Child-in-law,0.007880008457281255
435,15,18,Male,White,Foster child,0.02873628690520718
436,15,18,Male,White,Grandchild,0.2930472009363377
437,15,18,Male,White,Opp-sex partner,0.003794431692028223
438,15,18,Male,White,Opp-sex spouse,0.0013316307447495273
439,15,18,Male,White,Other nonrelative,0.16374847388421204
440,15,18,Male,White,Other relative,0.0868829178738281
441,15,18,Male,White,Parent,0.0
442,15,18,Male,White,Parent-in-law,0.0
443,15,18,Male,White,Roommate,0.019734126033842312
444,15,18,Male,White,Same-sex partner,4.77287005286569e-05
445,15,18,Male,White,Same-sex spouse,2.863722031719414e-05
446,15,18,Male,White,Sibling,0.014260647230577003
447,15,18,Male,White,Stepchild,0.11247056694035959
448,18,19,Female,AIAN,Adopted child,0.010659629490093046
449,18,19,Female,AIAN,Biological child,0.15188736271492695
450,18,19,Female,AIAN,Child-in-law,0.02920111924431454
451,18,19,Female,AIAN,Foster child,0.007652055760872681
452,18,19,Female,AIAN,Grandchild,0.15487609579394734
453,18,19,Female,AIAN,Opp-sex partner,0.040573991135083566
454,18,19,Female,AIAN,Opp-sex spouse,0.011561170018404352
455,18,19,Female,AIAN,Other nonrelative,0.19830497538199351
456,18,19,Female,AIAN,Other relative,0.10499927319721868
457,18,19,Female,AIAN,Parent,0.0
458,18,19,Female,AIAN,Parent-in-law,0.0
459,18,19,Female,AIAN,Roommate,0.18882244726126318
460,18,19,Female,AIAN,Same-sex partner,0.0024042471649506026
461,18,19,Female,AIAN,Same-sex spouse,0.0003913890733640515
462,18,19,Female,AIAN,Sibling,0.057194439116608986
463,18,19,Female,AIAN,Stepchild,0.04147180464695844
464,18,19,Female,Asian,Adopted child,0.010659629490093046
465,18,19,Female,Asian,Biological child,0.15188736271492695
466,18,19,Female,Asian,Child-in-law,0.02920111924431454
467,18,19,Female,Asian,Foster child,0.007652055760872681
468,18,19,Female,Asian,Grandchild,0.15487609579394734
469,18,19,Female,Asian,Opp-sex partner,0.040573991135083566
470,18,19,Female,Asian,Opp-sex spouse,0.011561170018404352
471,18,19,Female,Asian,Other nonrelative,0.19830497538199351
472,18,19,Female,Asian,Other relative,0.10499927319721868
473,18,19,Female,Asian,Parent,0.0
474,18,19,Female,Asian,Parent-in-law,0.0
475,18,19,Female,Asian,Roommate,0.18882244726126318
476,18,19,Female,Asian,Same-sex partner,0.0024042471649506026
477,18,19,Female,Asian,Same-sex spouse,0.0003913890733640515
478,18,19,Female,Asian,Sibling,0.057194439116608986
479,18,19,Female,Asian,Stepchild,0.04147180464695844
480,18,19,Female,Black,Adopted child,0.009011752175816404
481,18,19,Female,Black,Biological child,0.16612378511880596
482,18,19,Female,Black,Child-in-law,0.024650801993878316
483,18,19,Female,Black,Foster child,0.006474905568661446
484,18,19,Female,Black,Grandchild,0.2829177300193131
485,18,19,Female,Black,Opp-sex partner,0.034239571309375536
486,18,19,Female,Black,Opp-sex spouse,0.009747084748907767
487,18,19,Female,Black,Other nonrelative,0.13247583003954735
488,18,19,Female,Black,Other relative,0.08893173551521509
489,18,19,Female,Black,Parent,0.0
490,18,19,Female,Black,Parent-in-law,0.0
491,18,19,Female,Black,Roommate,0.15953363413273253
492,18,19,Female,Black,Same-sex partner,0.0020343909980867388
493,18,19,Female,Black,Same-sex spouse,0.0003311799299210969
494,18,19,Female,Black,Sibling,0.04839012495509583
495,18,19,Female,Black,Stepchild,0.03513747349464282
