age_start,age_end,sex,race_ethnicity,born_in_us,state,non_reference_person_emigration_rate
0,15,Female,Asian,1,41,0.0007781818659546
0,15,Female,Asian,1,42,0.0004796996238252
0,15,Female,Asian,1,44,0.0008794246438672
0,15,Female,Asian,1,45,0.0005511814502743
0,15,Female,Asian,1,46,0.0005698811546495
0,15,Female,Asian,1,47,0.0006072272044271
0,15,Female,Asian,1,48,0.0009156032031308
0,15,Female,Asian,1,49,0.0024993047506385
0,15,Female,Asian,1,50,0.0005119018526685
0,15,Female,Asian,1,51,0.000988449430965
0,15,Female,Asian,1,53,0.0009428906645011
0,15,Female,Asian,1,54,0.0002577200621972
0,15,Female,Asian,1,55,0.000299089100485
0,15,Female,Asian,1,56,0.0006424366572733
0,15,Female,Black,0,1,0.0061314009605914
0,15,Female,Black,0,2,0.0127631540423123
0,15,Female,Black,0,4,0.0151884212315253
0,15,Female,Black,0,5,0.0085419548894726
0,15,Female,Black,0,6,0.0167708436004723
0,15,Female,Black,0,8,0.0109389865314058
0,15,Female,Black,0,9,0.0208613163140291
0,15,Female,Black,0,10,0.0063432371452697
0,15,Female,Black,0,11,0.0182627768564517
0,15,Female,Black,0,12,0.0169435762418224
0,15,Female,Black,0,13,0.0131233889360802
0,15,Female,Black,0,15,0.0183980566850181
0,15,Female,Black,0,16,0.0075365533408507
0,15,Female,Black,0,17,0.0107708089343983
0,15,Female,Black,0,18,0.0105391085245552
0,15,Female,Black,0,19,0.003033485322763
0,15,Female,Black,0,20,0.0060181954903103
0,15,Female,Black,0,21,0.0161124359257017
0,15,Female,Black,0,22,0.0225110837804668
0,15,Female,Black,0,23,0.0231827461021283
0,15,Female,Black,0,24,0.0204407122035262
0,15,Female,Black,0,25,0.0109237131612931
0,15,Female,Black,0,26,0.0137874555305684
0,15,Female,Black,0,27,0.0142704863193795
0,15,Female,Black,0,28,0.0063756401606547
0,15,Female,Black,0,29,0.0109890721747478
0,15,Female,Black,0,30,0.0086614227900247
0,15,Female,Black,0,31,0.0092200667149333
0,15,Female,Black,0,32,0.0151436359241961
0,15,Female,Black,0,33,0.0168803718743011
0,15,Female,Black,0,34,0.0183428960053756
0,15,Female,Black,0,35,0.0185581945091623
0,15,Female,Black,0,36,0.0114848475064052
0,15,Female,Black,0,37,0.0113204716407317
0,15,Female,Black,0,38,0.003641127871693
0,15,Female,Black,0,39,0.0058024808714469
0,15,Female,Black,0,40,0.0093414708393211
0,15,Female,Black,0,41,0.0090516845984948
0,15,Female,Black,0,42,0.0085909194977518
0,15,Female,Black,0,44,0.0059428925849091
0,15,Female,Black,0,45,0.0080302580383129
0,15,Female,Black,0,46,0.0043508917836191
0,15,Female,Black,0,47,0.0077642811387226
0,15,Female,Black,0,48,0.0133875525140011
0,15,Female,Black,0,49,0.0099376674433842
0,15,Female,Black,0,50,0.0094777867771305
0,15,Female,Black,0,51,0.0146901406454221
0,15,Female,Black,0,53,0.0171780613643191
0,15,Female,Black,0,54,0.0053683479183557
0,15,Female,Black,0,55,0.0061290886786453
0,15,Female,Black,0,56,0.0183980566850181
0,15,Female,Black,1,1,0.0006008133920671
0,15,Female,Black,1,2,0.0004489925931689
0,15,Female,Black,1,4,0.0002790564657347
0,15,Female,Black,1,5,0.0004632503209259
0,15,Female,Black,1,6,0.0005261382105725
0,15,Female,Black,1,8,0.0005779085368339
0,15,Female,Black,1,9,0.000606676051142
0,15,Female,Black,1,10,0.0003432235364018
0,15,Female,Black,1,11,0.0006862376758181
0,15,Female,Black,1,12,0.0005568422423922
0,15,Female,Black,1,13,0.0002001593821041
0,15,Female,Black,1,15,0.0007217170430611
0,15,Female,Black,1,16,0.0003706931053912
0,15,Female,Black,1,17,0.0002416754133374
0,15,Female,Black,1,18,0.0002057325187165
0,15,Female,Black,1,19,0.0001451757771935
0,15,Female,Black,1,20,0.0001831177787881
0,15,Female,Black,1,21,0.0003248543710697
0,15,Female,Black,1,22,0.0004562431001952
0,15,Female,Black,1,23,0.0001799908773663
0,15,Female,Black,1,24,0.0006551585655061
0,15,Female,Black,1,25,0.0004552908855528
0,15,Female,Black,1,26,0.000428550281019
0,15,Female,Black,1,27,0.0003709157972345
0,15,Female,Black,1,28,4.736603791566325e-05
0,15,Female,Black,1,29,0.0002175459119894
0,15,Female,Black,1,30,0.0002520281737673
0,15,Female,Black,1,31,0.0005130180301182
0,15,Female,Black,1,32,0.0002802383583559
0,15,Female,Black,1,33,0.0003233683219384
0,15,Female,Black,1,34,0.0004198162454767
0,15,Female,Black,1,35,0.0002645113786572
0,15,Female,Black,1,36,0.0004236258624313
0,15,Female,Black,1,37,0.0002865235793826
0,15,Female,Black,1,38,0.0002280750828721
0,15,Female,Black,1,39,0.0002171941908922
0,15,Female,Black,1,40,0.0003986823195268
0,15,Female,Black,1,41,0.0003224905739384
0,15,Female,Black,1,42,0.0003298077530953
0,15,Female,Black,1,44,0.0005615374235884
0,15,Female,Black,1,45,0.0001523858595487
0,15,Female,Black,1,46,0.0002205276137388
0,15,Female,Black,1,47,0.0001852756528815
0,15,Female,Black,1,48,0.0004174285622844
0,15,Female,Black,1,49,0.0004765336876434
0,15,Female,Black,1,50,0.0002183378872158
0,15,Female,Black,1,51,0.0003519643341416
0,15,Female,Black,1,53,0.0006579995607925
0,15,Female,Black,1,54,0.0001116765157334
0,15,Female,Black,1,55,0.0001615132841743
0,15,Female,Black,1,56,0.0013380404861831
0,15,Female,Latino,0,1,0.0033149331856685
0,15,Female,Latino,0,2,0.0127300522278694
0,15,Female,Latino,0,4,0.0067368734390689
0,15,Female,Latino,0,5,0.0038366923600141
0,15,Female,Latino,0,6,0.0076533751633671
0,15,Female,Latino,0,8,0.0084480987577199
0,15,Female,Latino,0,9,0.0085713940868844
0,15,Female,Latino,0,10,0.005945544049814
0,15,Female,Latino,0,11,0.0102302290512301
0,15,Female,Latino,0,12,0.008859473957342
0,15,Female,Latino,0,13,0.007561236782433
0,15,Female,Latino,0,15,0.0118318473389508
0,15,Female,Latino,0,16,0.0049024661463379
0,15,Female,Latino,0,17,0.0057471510749667
0,15,Female,Latino,0,18,0.0067378866602262
0,15,Female,Latino,0,19,0.0034181126654542
0,15,Female,Latino,0,20,0.0061695511496137
0,15,Female,Latino,0,21,0.0054513619942528
0,15,Female,Latino,0,22,0.0045401598742726
0,15,Female,Latino,0,23,0.0050401428270384
0,15,Female,Latino,0,24,0.0120147941162241
0,15,Female,Latino,0,25,0.010222539451963
0,15,Female,Latino,0,26,0.0077680369378957
0,15,Female,Latino,0,27,0.0060945719029145
0,15,Female,Latino,0,28,0.0024837975516744
0,15,Female,Latino,0,29,0.0051687352448411
0,15,Female,Latino,0,30,0.0199540904897638
0,15,Female,Latino,0,31,0.0127811812439278
0,15,Female,Latino,0,32,0.0075274074417083
0,15,Female,Latino,0,33,0.0101237257991062
0,15,Female,Latino,0,34,0.0076729392955408
0,15,Female,Latino,0,35,0.0059794043796616
0,15,Female,Latino,0,36,0.0080836706177108
0,15,Female,Latino,0,37,0.0069063223471621
0,15,Female,Latino,0,38,0.0049924814331333
0,15,Female,Latino,0,39,0.005742936117231
0,15,Female,Latino,0,40,0.0043110220930122
0,15,Female,Latino,0,41,0.0049432791395001
0,15,Female,Latino,0,42,0.0067325284069658
0,15,Female,Latino,0,44,0.0086680827392912
0,15,Female,Latino,0,45,0.0053330672352522
0,15,Female,Latino,0,46,0.0273930432295096
0,15,Female,Latino,0,47,0.005709198579445
0,15,Female,Latino,0,48,0.0077967081158685
0,15,Female,Latino,0,49,0.0095174018368464
0,15,Female,Latino,0,50,0.0052028713307204
0,15,Female,Latino,0,51,0.0095696426435714
0,15,Female,Latino,0,53,0.0090184776424192
0,15,Female,Latino,0,54,0.0040496906175874
0,15,Female,Latino,0,55,0.00496135146457
0,15,Female,Latino,0,56,0.0036033600301903
0,15,Female,Latino,1,1,0.0004719903013796
0,15,Female,Latino,1,2,0.000401661840697
0,15,Female,Latino,1,4,0.0004502312671285
0,15,Female,Latino,1,5,0.000129606748902
0,15,Female,Latino,1,6,0.0003641303778288
0,15,Female,Latino,1,8,0.000394884217436
0,15,Female,Latino,1,9,0.0002789980497145
0,15,Female,Latino,1,10,0.0001509402554671
0,15,Female,Latino,1,11,0.0004204668863158
0,15,Female,Latino,1,12,0.0004448041112529
0,15,Female,Latino,1,13,0.0002413130522388
0,15,Female,Latino,1,15,0.0004418330094967
0,15,Female,Latino,1,16,0.0002005458549497
0,15,Female,Latino,1,17,0.0002562502251667
0,15,Female,Latino,1,18,0.0001610610759368
0,15,Female,Latino,1,19,0.0001281264216842
0,15,Female,Latino,1,20,0.0002970899262486
0,15,Female,Latino,1,21,0.0001486760916142
0,15,Female,Latino,1,22,0.0001664810004259
0,15,Female,Latino,1,23,0.0001542051637468
0,15,Female,Latino,1,24,0.0003923151483625
0,15,Female,Latino,1,25,0.0003512490313843
0,15,Female,Latino,1,26,0.0002796534145871
0,15,Female,Latino,1,27,0.0003079077756534
0,15,Female,Latino,1,28,0.0001086130852958
0,15,Female,Latino,1,29,0.0003694910027636
0,15,Female,Latino,1,30,0.0001804961763756
0,15,Female,Latino,1,31,0.000650202604448
0,15,Female,Latino,1,32,0.000258601431978
0,15,Female,Latino,1,33,0.0002389350417475
0,15,Female,Latino,1,34,0.0004158796795565
0,15,Female,Latino,1,35,7.579287323834572e-05
0,15,Female,Latino,1,36,0.0003054379741459
0,15,Female,Latino,1,37,0.0004407596302665
0,15,Female,Latino,1,38,0.000179972379358
0,15,Female,Latino,1,39,0.00029176189657
0,15,Female,Latino,1,40,0.0003318690394821
0,15,Female,Latino,1,41,0.0002661818953756
0,15,Female,Latino,1,42,0.0002356975517461
0,15,Female,Latino,1,44,0.0001480886414489
0,15,Female,Latino,1,45,0.0003082281688509
0,15,Female,Latino,1,46,0.0001769685697402
0,15,Female,Latino,1,47,0.0002449374868071
0,15,Female,Latino,1,48,0.0002695592613072
0,15,Female,Latino,1,49,0.0003823042312315
0,15,Female,Latino,1,50,0.0002055919014332
0,15,Female,Latino,1,51,0.0004184973975974
0,15,Female,Latino,1,53,0.0004633623867346
0,15,Female,Latino,1,54,0.0001127174185816
0,15,Female,Latino,1,55,0.0002728953360723
0,15,Female,Latino,1,56,0.000200461084613
0,15,Female,Multiracial or Other,0,1,0.0050504469331422
0,15,Female,Multiracial or Other,0,2,0.069291382320198
0,15,Female,Multiracial or Other,0,4,0.0090621832927857
0,15,Female,Multiracial or Other,0,5,0.0156347122026833
0,15,Female,Multiracial or Other,0,6,0.0165129120960214
0,15,Female,Multiracial or Other,0,8,0.0107868928435175
0,15,Female,Multiracial or Other,0,9,0.0072318807527369
0,15,Female,Multiracial or Other,0,10,0.007374427679532
0,15,Female,Multiracial or Other,0,11,0.0078923481802208
0,15,Female,Multiracial or Other,0,12,0.0148065356004401
0,15,Female,Multiracial or Other,0,13,0.0087099784572081
0,15,Female,Multiracial or Other,0,15,0.0483844997235865
0,15,Female,Multiracial or Other,0,16,0.0059859705960824
0,15,Female,Multiracial or Other,0,17,0.0106716887556557
0,15,Female,Multiracial or Other,0,18,0.0110929459424373
0,15,Female,Multiracial or Other,0,19,0.0040098328672475
0,15,Female,Multiracial or Other,0,20,0.0074335582565729
0,15,Female,Multiracial or Other,0,21,0.0101356566828372
0,15,Female,Multiracial or Other,0,22,0.0053404247474853
0,15,Female,Multiracial or Other,0,23,0.0043134199883535
0,15,Female,Multiracial or Other,0,24,0.0161879005248048
0,15,Female,Multiracial or Other,0,25,0.0139473030245471
0,15,Female,Multiracial or Other,0,26,0.0057689579785302
0,15,Female,Multiracial or Other,0,27,0.0119921878574163
0,15,Female,Multiracial or Other,0,28,0.0057674158887204
0,15,Female,Multiracial or Other,0,29,0.0102486391830736
0,15,Female,Multiracial or Other,0,30,0.0062399003442194
0,15,Female,Multiracial or Other,0,31,0.0107575414088019
0,15,Female,Multiracial or Other,0,32,0.0059182559965792
0,15,Female,Multiracial or Other,0,33,0.0118472334714131
0,15,Female,Multiracial or Other,0,34,0.0201756890063216
0,15,Female,Multiracial or Other,0,35,0.0067992818183762
0,15,Female,Multiracial or Other,0,36,0.0131492267166072
0,15,Female,Multiracial or Other,0,37,0.0106351148988004
0,15,Female,Multiracial or Other,0,38,0.0167255060772891
0,15,Female,Multiracial or Other,0,39,0.0050078708254807
0,15,Female,Multiracial or Other,0,40,0.010612451391294
0,15,Female,Multiracial or Other,0,41,0.0077773603259394
0,15,Female,Multiracial or Other,0,42,0.0069148734080732
0,15,Female,Multiracial or Other,0,44,0.0042859109323053
0,15,Female,Multiracial or Other,0,45,0.0296123714155283
0,15,Female,Multiracial or Other,0,46,0.0056609405184671
0,15,Female,Multiracial or Other,0,47,0.007288899523455
0,15,Female,Multiracial or Other,0,48,0.0102083261230351
0,15,Female,Multiracial or Other,0,49,0.0167666343709218
0,15,Female,Multiracial or Other,0,50,0.0160086986739767
0,15,Female,Multiracial or Other,0,51,0.0124671502412931
0,15,Female,Multiracial or Other,0,53,0.0155168746162296
0,15,Female,Multiracial or Other,0,54,0.0057842375183958
0,15,Female,Multiracial or Other,0,55,0.0077940858320167
0,15,Female,Multiracial or Other,0,56,0.0064811336049495
0,15,Female,Multiracial or Other,1,1,0.0003513972536398
0,15,Female,Multiracial or Other,1,2,0.0011864655873577
0,15,Female,Multiracial or Other,1,4,0.0003708996291501
0,15,Female,Multiracial or Other,1,5,0.0001400098925021
0,15,Female,Multiracial or Other,1,6,0.0004644455221187
0,15,Female,Multiracial or Other,1,8,0.0002624682691725
0,15,Female,Multiracial or Other,1,9,0.0005184840539231
0,15,Female,Multiracial or Other,1,10,0.0001633169222228
0,15,Female,Multiracial or Other,1,11,0.0004056091829604
0,15,Female,Multiracial or Other,1,12,0.0004348160936237
0,15,Female,Multiracial or Other,1,13,0.0003415402216515
0,15,Female,Multiracial or Other,1,15,0.0002934254431118
0,15,Female,Multiracial or Other,1,16,0.0005971232712661
0,15,Female,Multiracial or Other,1,17,0.0004232107172379
0,15,Female,Multiracial or Other,1,18,0.0003536789824253
0,15,Female,Multiracial or Other,1,19,0.0001379816134908
0,15,Female,Multiracial or Other,1,20,0.0002144944875396
0,15,Female,Multiracial or Other,1,21,0.0001257845941444
0,15,Female,Multiracial or Other,1,22,0.0002425734455119
0,15,Female,Multiracial or Other,1,23,0.0001646884869502
0,15,Female,Multiracial or Other,1,24,0.0005815261370366
0,15,Female,Multiracial or Other,1,25,0.000715153612127
0,15,Female,Multiracial or Other,1,26,0.0002739717497652
0,15,Female,Multiracial or Other,1,27,0.0009052059609841
0,15,Female,Multiracial or Other,1,28,0.0001299522272075
0,15,Female,Multiracial or Other,1,29,0.0001909767832605
0,15,Female,Multiracial or Other,1,30,0.0001956997989995
0,15,Female,Multiracial or Other,1,31,0.0018898122614179
0,15,Female,Multiracial or Other,1,32,0.0001941353383971
0,15,Female,Multiracial or Other,1,33,0.000229301292995
0,15,Female,Multiracial or Other,1,34,0.0004782615506897
0,15,Female,Multiracial or Other,1,35,0.0002237919827242
0,15,Female,Multiracial or Other,1,36,0.0005234797084635
0,15,Female,Multiracial or Other,1,37,0.0007640663569508
0,15,Female,Multiracial or Other,1,38,0.0001557911813877
0,15,Female,Multiracial or Other,1,39,0.0002376763503452
0,15,Female,Multiracial or Other,1,40,0.0001110328470548
0,15,Female,Multiracial or Other,1,41,0.0004531529200508
0,15,Female,Multiracial or Other,1,42,0.000171421692363
0,15,Female,Multiracial or Other,1,44,0.0003145425725703
0,15,Female,Multiracial or Other,1,45,0.0001678388480705
0,15,Female,Multiracial or Other,1,46,0.0001616967354904
0,15,Female,Multiracial or Other,1,47,0.0007108435832252
0,15,Female,Multiracial or Other,1,48,0.0004501584634108
0,15,Female,Multiracial or Other,1,49,0.0005762032640966
0,15,Female,Multiracial or Other,1,50,0.0001546238192041
0,15,Female,Multiracial or Other,1,51,0.000765488221057
0,15,Female,Multiracial or Other,1,53,0.0008361634874045
0,15,Female,Multiracial or Other,1,54,8.582464120119655e-05
0,15,Female,Multiracial or Other,1,55,0.0003885204252336
0,15,Female,Multiracial or Other,1,56,0.0001807511463683
0,15,Female,NHOPI,0,1,0.0053521619447325
0,15,Female,NHOPI,0,2,0.1284822966846305
0,15,Female,NHOPI,0,4,0.0024291806445586
0,15,Female,NHOPI,0,5,0.0196651404787521
0,15,Female,NHOPI,0,6,0.0056495042749954
0,15,Female,NHOPI,0,8,0.0046692037799098
0,15,Female,NHOPI,0,9,0.0154710931214924
0,15,Female,NHOPI,0,10,0.00376323886739
0,15,Female,NHOPI,0,11,0.0008362753038644
0,15,Female,NHOPI,0,12,0.0104833082734437
0,15,Female,NHOPI,0,13,0.0051849068839596
0,15,Female,NHOPI,0,15,0.0039551709043425
0,15,Female,NHOPI,0,16,0.0041813765193222
0,15,Female,NHOPI,0,17,0.0061326855616727
0,15,Female,NHOPI,0,18,0.003703504917114
0,15,Female,NHOPI,0,19,0.005203490779601
0,15,Female,NHOPI,0,20,0.0018119298250396
0,15,Female,NHOPI,0,21,0.0100353036463735
0,15,Female,NHOPI,0,22,0.0229975708562726
0,15,Female,NHOPI,0,23,0.0033451012154578
0,15,Female,NHOPI,0,24,0.0115684750367916
0,15,Female,NHOPI,0,25,0.0180635465634723
0,15,Female,NHOPI,0,26,0.0053163215745669
0,15,Female,NHOPI,0,27,0.0070486061325718
0,15,Female,NHOPI,0,28,0.0025088259115933
0,15,Female,NHOPI,0,29,0.0033915609545614
0,15,Female,NHOPI,0,30,0.0012544129557966
0,15,Female,NHOPI,0,31,0.009199028342509
0,15,Female,NHOPI,0,32,0.0034496356284408
0,15,Female,NHOPI,0,33,0.0019513090423504
0,15,Female,NHOPI,0,34,0.0088406246408528
0,15,Female,NHOPI,0,35,0.0083627530386445
0,15,Female,NHOPI,0,36,0.0093782301933371
0,15,Female,NHOPI,0,37,0.0064328869528035
0,15,Female,NHOPI,0,38,0.0008362753038644
0,15,Female,NHOPI,0,39,0.0030265201473189
0,15,Female,NHOPI,0,40,0.0143839352264687
0,15,Female,NHOPI,0,41,0.0026374836506494
0,15,Female,NHOPI,0,42,0.0038392638950141
0,15,Female,NHOPI,0,44,0.0020906882596611
0,15,Female,NHOPI,0,45,0.0187639271304588
0,15,Female,NHOPI,0,46,0.0083627530386445
0,15,Female,NHOPI,0,47,0.0030234568678176
0,15,Female,NHOPI,0,48,0.0054577967199575
0,15,Female,NHOPI,0,49,0.0015486579701193
0,15,Female,NHOPI,0,50,0.0066902024309156
