age_start,age_end,sex,race_ethnicity,relationship,proportion
0,15,Female,NHOPI,Parent,0.000000
0,15,Female,NHOPI,Parent-in-law,0.000000
0,15,Female,NHOPI,Roommate,0.007541
0,15,Female,NHOPI,Same-sex partner,0.000000
0,15,Female,NHOPI,Same-sex spouse,0.000000
0,15,Female,NHOPI,Sibling,0.007609
0,15,Female,NHOPI,Stepchild,0.064146
0,15,Female,White,Adopted child,0.009719
0,15,Female,White,Biological child,0.163914
0,15,Female,White,Child-in-law,0.000000
0,15,Female,White,Foster child,0.057658
0,15,Female,White,Grandchild,0.450926
0,15,Female,White,Opp-sex partner,0.000000
0,15,Female,White,Opp-sex spouse,0.000000
0,15,Female,White,Other nonrelative,0.134511
0,15,Female,White,Other relative,0.096143
0,15,Female,White,Parent,0.000000
0,15,Female,White,Parent-in-law,0.000000
0,15,Female,White,Roommate,0.007545
0,15,Female,White,Same-sex partner,0.000000
0,15,Female,White,Same-sex spouse,0.000000
0,15,Female,White,Sibling,0.004036
0,15,Female,White,Stepchild,0.075549
0,15,Male,AIAN,Adopted child,0.007619
0,15,Male,AIAN,Biological child,0.166028
0,15,Male,AIAN,Child-in-law,0.000000
0,15,Male,AIAN,Foster child,0.087923
0,15,Male,AIAN,Grandchild,0.380864
0,15,Male,AIAN,Opp-sex partner,0.000000
0,15,Male,AIAN,Opp-sex spouse,0.000000
0,15,Male,AIAN,Other nonrelative,0.086761
0,15,Male,AIAN,Other relative,0.203909
0,15,Male,AIAN,Parent,0.000000
0,15,Male,AIAN,Parent-in-law,0.000000
0,15,Male,AIAN,Roommate,0.006506
0,15,Male,AIAN,Same-sex partner,0.000000
0,15,Male,AIAN,Same-sex spouse,0.000000
0,15,Male,AIAN,Sibling,0.006028
0,15,Male,AIAN,Stepchild,0.054363
0,15,Male,Asian,Adopted child,0.005445
0,15,Male,Asian,Biological child,0.396902
0,15,Male,Asian,Child-in-law,0.000000
0,15,Male,Asian,Foster child,0.034615
0,15,Male,Asian,Grandchild,0.232453
0,15,Male,Asian,Opp-sex partner,0.000000
0,15,Male,Asian,Opp-sex spouse,0.000000
0,15,Male,Asian,Other nonrelative,0.096370
0,15,Male,Asian,Other relative,0.186467
0,15,Male,Asian,Parent,0.000000
0,15,Male,Asian,Parent-in-law,0.000000
0,15,Male,Asian,Roommate,0.004643
0,15,Male,Asian,Same-sex partner,0.000000
0,15,Male,Asian,Same-sex spouse,0.000000
0,15,Male,Asian,Sibling,0.004306
0,15,Male,Asian,Stepchild,0.038800
0,15,Male,Black,Adopted child,0.010380
0,15,Male,Black,Biological child,0.175940
0,15,Male,Black,Child-in-law,0.000000
0,15,Male,Black,Foster child,0.075441
0,15,Male,Black,Grandchild,0.468124
0,15,Male,Black,Opp-sex partner,0.000000
0,15,Male,Black,Opp-sex spouse,0.000000
0,15,Male,Black,Other nonrelative,0.085910
0,15,Male,Black,Other relative,0.124761
0,15,Male,Black,Parent,0.000000
0,15,Male,Black,Parent-in-law,0.000000
0,15,Male,Black,Roommate,0.006625
0,15,Male,Black,Same-sex partner,0.000000
0,15,Male,Black,Same-sex spouse,0.000000
0,15,Male,Black,Sibling,0.006138
0,15,Male,Black,Stepchild,0.046681
0,15,Male,Latino,Adopted child,0.007718
0,15,Male,Latino,Biological child,0.228077
0,15,Male,Latino,Child-in-law,0.000000
0,15,Male,Latino,Foster child,0.050868
0,15,Male,Latino,Grandchild,0.402148
0,15,Male,Latino,Opp-sex partner,0.000000
0,15,Male,Latino,Opp-sex spouse,0.000000
0,15,Male,Latino,Other nonrelative,0.096369
0,15,Male,Latino,Other relative,0.132053
0,15,Male,Latino,Parent,0.000000
0,15,Male,Latino,Parent-in-law,0.000000
0,15,Male,Latino,Roommate,0.011255
0,15,Male,Latino,Same-sex partner,0.000000
0,15,Male,Latino,Same-sex spouse,0.000000
0,15,Male,Latino,Sibling,0.012306
0,15,Male,Latino,Stepchild,0.059207
0,15,Male,Multiracial or Other,Adopted child,0.009575
0,15,Male,Multiracial or Other,Biological child,0.211256
0,15,Male,Multiracial or Other,Child-in-law,0.000000
0,15,Male,Multiracial or Other,Foster child,0.052348
0,15,Male,Multiracial or Other,Grandchild,0.466810
0,15,Male,Multiracial or Other,Opp-sex partner,0.000000
0,15,Male,Multiracial or Other,Opp-sex spouse,0.000000
0,15,Male,Multiracial or Other,Other nonrelative,0.090138
0,15,Male,Multiracial or Other,Other relative,0.087983
0,15,Male,Multiracial or Other,Parent,0.000000
0,15,Male,Multiracial or Other,Parent-in-law,0.000000
0,15,Male,Multiracial or Other,Roommate,0.008184
0,15,Male,Multiracial or Other,Same-sex partner,0.000000
0,15,Male,Multiracial or Other,Same-sex spouse,0.000000
0,15,Male,Multiracial or Other,Sibling,0.007578
0,15,Male,Multiracial or Other,Stepchild,0.066127
0,15,Male,NHOPI,Adopted child,0.009504
0,15,Male,NHOPI,Biological child,0.188541
0,15,Male,NHOPI,Child-in-law,0.000000
0,15,Male,NHOPI,Foster child,0.060473
0,15,Male,NHOPI,Grandchild,0.438943
0,15,Male,NHOPI,Opp-sex partner,0.000000
0,15,Male,NHOPI,Opp-sex spouse,0.000000
0,15,Male,NHOPI,Other nonrelative,0.108244
0,15,Male,NHOPI,Other relative,0.110787
0,15,Male,NHOPI,Parent,0.000000
0,15,Male,NHOPI,Parent-in-law,0.000000
0,15,Male,NHOPI,Roommate,0.008123
0,15,Male,NHOPI,Same-sex partner,0.000000
0,15,Male,NHOPI,Same-sex spouse,0.000000
0,15,Male,NHOPI,Sibling,0.007521
0,15,Male,NHOPI,Stepchild,0.067864
0,15,Male,White,Adopted child,0.008852
0,15,Male,White,Biological child,0.162172
0,15,Male,White,Child-in-law,0.000000
0,15,Male,White,Foster child,0.062779
0,15,Male,White,Grandchild,0.452475
0,15,Male,White,Opp-sex partner,0.000000
0,15,Male,White,Opp-sex spouse,0.000000
0,15,Male,White,Other nonrelative,0.124720
0,15,Male,White,Other relative,0.094552
0,15,Male,White,Parent,0.000000
0,15,Male,White,Parent-in-law,0.000000
0,15,Male,White,Roommate,0.008306
0,15,Male,White,Same-sex partner,0.000000
0,15,Male,White,Same-sex spouse,0.000000
0,15,Male,White,Sibling,0.005012
0,15,Male,White,Stepchild,0.081131
15,18,Female,AIAN,Adopted child,0.019948
15,18,Female,AIAN,Biological child,0.250685
15,18,Female,AIAN,Child-in-law,0.008418
15,18,Female,AIAN,Foster child,0.044296
15,18,Female,AIAN,Grandchild,0.241048
15,18,Female,AIAN,Opp-sex partner,0.005505
15,18,Female,AIAN,Opp-sex spouse,0.001932
15,18,Female,AIAN,Other nonrelative,0.155266
15,18,Female,AIAN,Other relative,0.127185
15,18,Female,AIAN,Parent,0.000000
15,18,Female,AIAN,Parent-in-law,0.000000
15,18,Female,AIAN,Roommate,0.023097
15,18,Female,AIAN,Same-sex partner,0.000069
15,18,Female,AIAN,Same-sex spouse,0.000042
15,18,Female,AIAN,Sibling,0.029972
15,18,Female,AIAN,Stepchild,0.092537
15,18,Female,Asian,Adopted child,0.015447
15,18,Female,Asian,Biological child,0.360234
15,18,Female,Asian,Child-in-law,0.006528
15,18,Female,Asian,Foster child,0.034295
15,18,Female,Asian,Grandchild,0.187203
15,18,Female,Asian,Opp-sex partner,0.004253
15,18,Female,Asian,Opp-sex spouse,0.001492
15,18,Female,Asian,Other nonrelative,0.178899
15,18,Female,Asian,Other relative,0.098610
15,18,Female,Asian,Parent,0.000000
15,18,Female,Asian,Parent-in-law,0.000000
15,18,Female,Asian,Roommate,0.017916
15,18,Female,Asian,Same-sex partner,0.000053
15,18,Female,Asian,Same-sex spouse,0.000032
15,18,Female,Asian,Sibling,0.023254
15,18,Female,Asian,Stepchild,0.071783
15,18,Female,Black,Adopted child,0.016734
15,18,Female,Black,Biological child,0.240783
15,18,Female,Black,Child-in-law,0.007069
15,18,Female,Black,Foster child,0.071181
15,18,Female,Black,Grandchild,0.279132
15,18,Female,Black,Opp-sex partner,0.004611
15,18,Female,Black,Opp-sex spouse,0.001618
15,18,Female,Black,Other nonrelative,0.124433
15,18,Female,Black,Other relative,0.151835
15,18,Female,Black,Parent,0.000000
15,18,Female,Black,Parent-in-law,0.000000
15,18,Female,Black,Roommate,0.019398
15,18,Female,Black,Same-sex partner,0.000058
15,18,Female,Black,Same-sex spouse,0.000035
15,18,Female,Black,Sibling,0.025176
15,18,Female,Black,Stepchild,0.057937
15,18,Female,Latino,Adopted child,0.028060
15,18,Female,Latino,Biological child,0.249639
15,18,Female,Latino,Child-in-law,0.011823
15,18,Female,Latino,Foster child,0.046620
15,18,Female,Latino,Grandchild,0.205120
15,18,Female,Latino,Opp-sex partner,0.007761
15,18,Female,Latino,Opp-sex spouse,0.002724
15,18,Female,Latino,Other nonrelative,0.114773
15,18,Female,Latino,Other relative,0.186079
15,18,Female,Latino,Parent,0.000000
15,18,Female,Latino,Parent-in-law,0.000000
15,18,Female,Latino,Roommate,0.032435
15,18,Female,Latino,Same-sex partner,0.000098
15,18,Female,Latino,Same-sex spouse,0.000059
15,18,Female,Latino,Sibling,0.045056
15,18,Female,Latino,Stepchild,0.069755
15,18,Female,Multiracial or Other,Adopted child,0.017695
15,18,Female,Multiracial or Other,Biological child,0.264041
15,18,Female,Multiracial or Other,Child-in-law,0.007472
15,18,Female,Multiracial or Other,Foster child,0.039290
15,18,Female,Multiracial or Other,Grandchild,0.279959
15,18,Female,Multiracial or Other,Opp-sex partner,0.004878
15,18,Female,Multiracial or Other,Opp-sex spouse,0.001712
15,18,Female,Multiracial or Other,Other nonrelative,0.142713
15,18,Female,Multiracial or Other,Other relative,0.112881
15,18,Female,Multiracial or Other,Parent,0.000000
15,18,Female,Multiracial or Other,Parent-in-law,0.000000
15,18,Female,Multiracial or Other,Roommate,0.020503
15,18,Female,Multiracial or Other,Same-sex partner,0.000061
15,18,Female,Multiracial or Other,Same-sex spouse,0.000037
15,18,Female,Multiracial or Other,Sibling,0.026609
15,18,Female,Multiracial or Other,Stepchild,0.082148
15,18,Female,NHOPI,Adopted child,0.019948
15,18,Female,NHOPI,Biological child,0.250685
15,18,Female,NHOPI,Child-in-law,0.008418
15,18,Female,NHOPI,Foster child,0.044296
15,18,Female,NHOPI,Grandchild,0.241048
15,18,Female,NHOPI,Opp-sex partner,0.005505
15,18,Female,NHOPI,Opp-sex spouse,0.001932
15,18,Female,NHOPI,Other nonrelative,0.155266
15,18,Female,NHOPI,Other relative,0.127185
15,18,Female,NHOPI,Parent,0.000000
15,18,Female,NHOPI,Parent-in-law,0.000000
15,18,Female,NHOPI,Roommate,0.023097
15,18,Female,NHOPI,Same-sex partner,0.000069
15,18,Female,NHOPI,Same-sex spouse,0.000042
15,18,Female,NHOPI,Sibling,0.029972
15,18,Female,NHOPI,Stepchild,0.092537
15,18,Female,White,Adopted child,0.014497
15,18,Female,White,Biological child,0.247085
15,18,Female,White,Child-in-law,0.008160
15,18,Female,White,Foster child,0.040058
15,18,Female,White,Grandchild,0.246963
15,18,Female,White,Opp-sex partner,0.005334
15,18,Female,White,Opp-sex spouse,0.001872
15,18,Female,White,Other nonrelative,0.180341
15,18,Female,White,Other relative,0.097430
15,18,Female,White,Parent,0.000000
15,18,Female,White,Parent-in-law,0.000000
15,18,Female,White,Roommate,0.026037
15,18,Female,White,Same-sex partner,0.000067
15,18,Female,White,Same-sex spouse,0.000040
15,18,Female,White,Sibling,0.022190
15,18,Female,White,Stepchild,0.109925
15,18,Male,AIAN,Adopted child,0.014758
15,18,Male,AIAN,Biological child,0.267923
15,18,Male,AIAN,Child-in-law,0.006753
15,18,Male,AIAN,Foster child,0.031844
15,18,Male,AIAN,Grandchild,0.269560
15,18,Male,AIAN,Opp-sex partner,0.003252
15,18,Male,AIAN,Opp-sex spouse,0.001141
15,18,Male,AIAN,Other nonrelative,0.148534
15,18,Male,AIAN,Other relative,0.114639
15,18,Male,AIAN,Parent,0.000000
15,18,Male,AIAN,Parent-in-law,0.000000
15,18,Male,AIAN,Roommate,0.022090
15,18,Male,AIAN,Same-sex partner,0.000041
15,18,Male,AIAN,Same-sex spouse,0.000025
15,18,Male,AIAN,Sibling,0.029769
15,18,Male,AIAN,Stepchild,0.089672
15,18,Male,Asian,Adopted child,0.008236
15,18,Male,Asian,Biological child,0.428474
15,18,Male,Asian,Child-in-law,0.003774
15,18,Male,Asian,Foster child,0.017786
15,18,Male,Asian,Grandchild,0.149016
15,18,Male,Asian,Opp-sex partner,0.001817
15,18,Male,Asian,Opp-sex spouse,0.000638
15,18,Male,Asian,Other nonrelative,0.248105
15,18,Male,Asian,Other relative,0.063657
15,18,Male,Asian,Parent,0.000000
15,18,Male,Asian,Parent-in-law,0.000000
15,18,Male,Asian,Roommate,0.012250
15,18,Male,Asian,Same-sex partner,0.000023
15,18,Male,Asian,Same-sex spouse,0.000014
15,18,Male,Asian,Sibling,0.016495
15,18,Male,Asian,Stepchild,0.049714
15,18,Male,Black,Adopted child,0.011265
15,18,Male,Black,Biological child,0.262592
15,18,Male,Black,Child-in-law,0.005158
15,18,Male,Black,Foster child,0.044608
15,18,Male,Black,Grandchild,0.334495
15,18,Male,Black,Opp-sex partner,0.002484
15,18,Male,Black,Opp-sex spouse,0.000872
15,18,Male,Black,Other nonrelative,0.099988
15,18,Male,Black,Other relative,0.146199
15,18,Male,Black,Parent,0.000000
15,18,Male,Black,Parent-in-law,0.000000
15,18,Male,Black,Roommate,0.016820
15,18,Male,Black,Same-sex partner,0.000031
15,18,Male,Black,Same-sex spouse,0.000019
15,18,Male,Black,Sibling,0.022661
15,18,Male,Black,Stepchild,0.052808
15,18,Male,Latino,Adopted child,0.019992
15,18,Male,Latino,Biological child,0.277239
15,18,Male,Latino,Child-in-law,0.009143
15,18,Male,Latino,Foster child,0.027019
15,18,Male,Latino,Grandchild,0.201678
15,18,Male,Latino,Opp-sex partner,0.004403
15,18,Male,Latino,Opp-sex spouse,0.001545
15,18,Male,Latino,Other nonrelative,0.136311
15,18,Male,Latino,Other relative,0.159439
15,18,Male,Latino,Parent,0.000000
15,18,Male,Latino,Parent-in-law,0.000000
15,18,Male,Latino,Roommate,0.029985
15,18,Male,Latino,Same-sex partner,0.000055
15,18,Male,Latino,Same-sex spouse,0.000033
15,18,Male,Latino,Sibling,0.060628
15,18,Male,Latino,Stepchild,0.072529
15,18,Male,Multiracial or Other,Adopted child,0.014250
15,18,Male,Multiracial or Other,Biological child,0.305940
15,18,Male,Multiracial or Other,Child-in-law,0.006521
15,18,Male,Multiracial or Other,Foster child,0.030749
15,18,Male,Multiracial or Other,Grandchild,0.253815
15,18,Male,Multiracial or Other,Opp-sex partner,0.003140
15,18,Male,Multiracial or Other,Opp-sex spouse,0.001102
15,18,Male,Multiracial or Other,Other nonrelative,0.137133
15,18,Male,Multiracial or Other,Other relative,0.110668
15,18,Male,Multiracial or Other,Parent,0.000000
15,18,Male,Multiracial or Other,Parent-in-law,0.000000
15,18,Male,Multiracial or Other,Roommate,0.021323
15,18,Male,Multiracial or Other,Same-sex partner,0.000039
15,18,Male,Multiracial or Other,Same-sex spouse,0.000024
15,18,Male,Multiracial or Other,Sibling,0.028735
15,18,Male,Multiracial or Other,Stepchild,0.086560
15,18,Male,NHOPI,Adopted child,0.014758
15,18,Male,NHOPI,Biological child,0.267923
15,18,Male,NHOPI,Child-in-law,0.006753
15,18,Male,NHOPI,Foster child,0.031844
15,18,Male,NHOPI,Grandchild,0.269560
15,18,Male,NHOPI,Opp-sex partner,0.003252
15,18,Male,NHOPI,Opp-sex spouse,0.001141
15,18,Male,NHOPI,Other nonrelative,0.148534
15,18,Male,NHOPI,Other relative,0.114639
15,18,Male,NHOPI,Parent,0.000000
15,18,Male,NHOPI,Parent-in-law,0.000000
15,18,Male,NHOPI,Roommate,0.022090
15,18,Male,NHOPI,Same-sex partner,0.000041
15,18,Male,NHOPI,Same-sex spouse,0.000025
15,18,Male,NHOPI,Sibling,0.029769
15,18,Male,NHOPI,Stepchild,0.089672
15,18,Male,White,Adopted child,0.015115
15,18,Male,White,Biological child,0.252922
15,18,Male,White,Child-in-law,0.007880
15,18,Male,White,Foster child,0.028736
15,18,Male,White,Grandchild,0.293047
15,18,Male,White,Opp-sex partner,0.003794
15,18,Male,White,Opp-sex spouse,0.001332
15,18,Male,White,Other nonrelative,0.163748
15,18,Male,White,Other relative,0.086883
15,18,Male,White,Parent,0.000000
15,18,Male,White,Parent-in-law,0.000000
15,18,Male,White,Roommate,0.019734
15,18,Male,White,Same-sex partner,0.000048
15,18,Male,White,Same-sex spouse,0.000029
15,18,Male,White,Sibling,0.014261
15,18,Male,White,Stepchild,0.112471
18,19,Female,AIAN,Adopted child,0.010660
18,19,Female,AIAN,Biological child,0.151887
18,19,Female,AIAN,Child-in-law,0.029201
18,19,Female,AIAN,Foster child,0.007652
18,19,Female,AIAN,Grandchild,0.154876
18,19,Female,AIAN,Opp-sex partner,0.040574
18,19,Female,AIAN,Opp-sex spouse,0.011561
18,19,Female,AIAN,Other nonrelative,0.198305
18,19,Female,AIAN,Other relative,0.104999
18,19,Female,AIAN,Parent,0.000000
18,19,Female,AIAN,Parent-in-law,0.000000
18,19,Female,AIAN,Roommate,0.188822
18,19,Female,AIAN,Same-sex partner,0.002404
18,19,Female,AIAN,Same-sex spouse,0.000391
18,19,Female,AIAN,Sibling,0.057194
18,19,Female,AIAN,Stepchild,0.041472
18,19,Female,Asian,Adopted child,0.010660
18,19,Female,Asian,Biological child,0.151887
18,19,Female,Asian,Child-in-law,0.029201
18,19,Female,Asian,Foster child,0.007652
18,19,Female,Asian,Grandchild,0.154876
18,19,Female,Asian,Opp-sex partner,0.040574
18,19,Female,Asian,Opp-sex spouse,0.011561
18,19,Female,Asian,Other nonrelative,0.198305
18,19,Female,Asian,Other relative,0.104999
18,19,Female,Asian,Parent,0.000000
18,19,Female,Asian,Parent-in-law,0.000000
18,19,Female,Asian,Roommate,0.188822
18,19,Female,Asian,Same-sex partner,0.002404
18,19,Female,Asian,Same-sex spouse,0.000391
18,19,Female,Asian,Sibling,0.057194
18,19,Female,Asian,Stepchild,0.041472
18,19,Female,Black,Adopted child,0.009012
18,19,Female,Black,Biological child,0.166124
18,19,Female,Black,Child-in-law,0.024651
18,19,Female,Black,Foster child,0.006475
18,19,Female,Black,Grandchild,0.282918
18,19,Female,Black,Opp-sex partner,0.034240
18,19,Female,Black,Opp-sex spouse,0.009747
18,19,Female,Black,Other nonrelative,0.132476
18,19,Female,Black,Other relative,0.088932
18,19,Female,Black,Parent,0.000000
18,19,Female,Black,Parent-in-law,0.000000
18,19,Female,Black,Roommate,0.159534
18,19,Female,Black,Same-sex partner,0.002034
18,19,Female,Black,Same-sex spouse,0.000331
18,19,Female,Black,Sibling,0.048390
18,19,Female,Black,Stepchild,0.035137
18,19,Female,Latino,Adopted child,0.008600
18,19,Female,Latino,Biological child,0.143119
18,19,Female,Latino,Child-in-law,0.068091
18,19,Female,Latino,Foster child,0.006181
18,19,Female,Latino,Grandchild,0.131267
18,19,Female,Latino,Opp-sex partner,0.032658
18,19,Female,Latino,Opp-sex spouse,0.009294
18,19,Female,Latino,Other nonrelative,0.179151
18,19,Female,Latino,Other relative,0.139040
18,19,Female,Latino,Parent,0.000000
18,19,Female,Latino,Parent-in-law,0.000000
18,19,Female,Latino,Roommate,0.173236
18,19,Female,Latino,Same-sex partner,0.001942
18,19,Female,Latino,Same-sex spouse,0.000316
18,19,Female,Latino,Sibling,0.073547
18,19,Female,Latino,Stepchild,0.033556
18,19,Female,Multiracial or Other,Adopted child,0.010660
18,19,Female,Multiracial or Other,Biological child,0.151887
18,19,Female,Multiracial or Other,Child-in-law,0.029201
18,19,Female,Multiracial or Other,Foster child,0.007652
18,19,Female,Multiracial or Other,Grandchild,0.154876
18,19,Female,Multiracial or Other,Opp-sex partner,0.040574
18,19,Female,Multiracial or Other,Opp-sex spouse,0.011561
18,19,Female,Multiracial or Other,Other nonrelative,0.198305
18,19,Female,Multiracial or Other,Other relative,0.104999
18,19,Female,Multiracial or Other,Parent,0.000000
18,19,Female,Multiracial or Other,Parent-in-law,0.000000
18,19,Female,Multiracial or Other,Roommate,0.188822
18,19,Female,Multiracial or Other,Same-sex partner,0.002404
18,19,Female,Multiracial or Other,Same-sex spouse,0.000391
18,19,Female,Multiracial or Other,Sibling,0.057194
18,19,Female,Multiracial or Other,Stepchild,0.041472
18,19,Female,NHOPI,Adopted child,0.010660
18,19,Female,NHOPI,Biological child,0.151887
18,19,Female,NHOPI,Child-in-law,0.029201
18,19,Female,NHOPI,Foster child,0.007652
18,19,Female,NHOPI,Grandchild,0.154876
18,19,Female,NHOPI,Opp-sex partner,0.040574
18,19,Female,NHOPI,Opp-sex spouse,0.011561
18,19,Female,NHOPI,Other nonrelative,0.198305
18,19,Female,NHOPI,Other relative,0.104999
18,19,Female,NHOPI,Parent,0.000000
18,19,Female,NHOPI,Parent-in-law,0.000000
18,19,Female,NHOPI,Roommate,0.188822
18,19,Female,NHOPI,Same-sex partner,0.002404
18,19,Female,NHOPI,Same-sex spouse,0.000391
18,19,Female,NHOPI,Sibling,0.057194
18,19,Female,NHOPI,Stepchild,0.041472
18,19,Female,White,Adopted child,0.008938
18,19,Female,White,Biological child,0.141844
18,19,Female,White,Child-in-law,0.022552
18,19,Female,White,Foster child,0.006422
18,19,Female,White,Grandchild,0.137515
18,19,Female,White,Opp-sex partner,0.052830
18,19,Female,White,Opp-sex spouse,0.016899
18,19,Female,White,Other nonrelative,0.226294
18,19,Female,White,Other relative,0.086629
18,19,Female,White,Parent,0.000000
18,19,Female,White,Parent-in-law,0.000000
18,19,Female,White,Roommate,0.208754
18,19,Female,White,Same-sex partner,0.002018
18,19,Female,White,Same-sex spouse,0.000328
18,19,Female,White,Sibling,0.054140
18,19,Female,White,Stepchild,0.034836
18,19,Male,AIAN,Adopted child,0.007622
18,19,Male,AIAN,Biological child,0.204198
18,19,Male,AIAN,Child-in-law,0.014032
18,19,Male,AIAN,Foster child,0.006029
18,19,Male,AIAN,Grandchild,0.180108
18,19,Male,AIAN,Opp-sex partner,0.016259
18,19,Male,AIAN,Opp-sex spouse,0.005677
18,19,Male,AIAN,Other nonrelative,0.194382
18,19,Male,AIAN,Other relative,0.130453
18,19,Male,AIAN,Parent,0.000000
18,19,Male,AIAN,Parent-in-law,0.000000
18,19,Male,AIAN,Roommate,0.127389
18,19,Male,AIAN,Same-sex partner,0.001894
18,19,Male,AIAN,Same-sex spouse,0.000308
18,19,Male,AIAN,Sibling,0.056885
18,19,Male,AIAN,Stepchild,0.054762
18,19,Male,Asian,Adopted child,0.007622
18,19,Male,Asian,Biological child,0.204198
18,19,Male,Asian,Child-in-law,0.014032
18,19,Male,Asian,Foster child,0.006029
18,19,Male,Asian,Grandchild,0.180108
18,19,Male,Asian,Opp-sex partner,0.016259
18,19,Male,Asian,Opp-sex spouse,0.005677
18,19,Male,Asian,Other nonrelative,0.194382
18,19,Male,Asian,Other relative,0.130453
18,19,Male,Asian,Parent,0.000000
18,19,Male,Asian,Parent-in-law,0.000000
18,19,Male,Asian,Roommate,0.127389
18,19,Male,Asian,Same-sex partner,0.001894
18,19,Male,Asian,Same-sex spouse,0.000308
18,19,Male,Asian,Sibling,0.056885
18,19,Male,Asian,Stepchild,0.054762
18,19,Male,Black,Adopted child,0.005567
18,19,Male,Black,Biological child,0.167333
18,19,Male,Black,Child-in-law,0.010310
18,19,Male,Black,Foster child,0.004404
18,19,Male,Black,Grandchild,0.234963
18,19,Male,Black,Opp-sex partner,0.011999
